idiom_id,sense_number,register,region,definitions,version,created_at,updated_at,idiom,meaning_id
te_unspecified_0099,1,"[""neutral""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Literal: A bird whose wings are broken and which is unable to fly.""]",1,2025-11-15 05:25:13.255703,2025-11-15 05:25:13.363788,రెక్కలువిరిగిన పక్షి,5f7e2e81-1b8d-43fb-bd17-40481a0e5ebe
te_unspecified_0016,1,"[""neutral"",""literal""]","[""India (Telugu-speaking regions)""]","[""A paired set or couple; literally a duo considered together.""]",1,2025-11-15 05:25:13.254028,2025-11-15 05:25:13.363788,ఊకదంపు,610881b2-48fa-4074-bd74-9753e7601e32
te_unspecified_0072,1,"[""neutral""]","[""Andhra Pradesh"",""Telangana""]","[""To trace or follow a tail; literally to track the path of an animal's tail.""]",1,2025-11-15 05:25:13.255268,2025-11-15 05:25:13.363788,తోక జాడించు,6244f631-fce8-4e5a-9bcf-62863fbaeb9e
te_unspecified_0038,2,"[""figurative"",""colloquial"",""pejorative""]","[""Telugu-speaking regions""]","[""To cause someone's ruin, downfall, or destruction; to abandon or expose someone to a calamity or defeat.""]",1,2025-11-15 05:25:13.254719,2025-11-15 05:25:13.363788,కాలుజారు,62485d50-d369-4eab-90cc-835d487b5b81
te_unspecified_0089,1,"[""neutral""]","[""Telugu (Andhra Pradesh, Telangana)""]","[""To fall onto or strike the earth or ground, often as the result of a blow, collapse, or impact.""]",1,2025-11-15 05:25:13.255554,2025-11-15 05:25:13.363788,మట్టి కొట్టుకుపోవు,63fb63f8-d690-4483-83c4-583a2b12efd3
te_unspecified_0034,2,"[""colloquial"",""emotional""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Figurative: to make someone feel deep sorrow, pity, or emotional pain; to cause one to cry or be moved to tears.""]",1,2025-11-15 05:25:13.254664,2025-11-15 05:25:13.363788,కన్నెఱ్ఱజేయు,6465b4a2-276e-4b4c-9697-43e42edc75e3
te_unspecified_0074,2,"[""informal"",""colloquial"",""derogatory""]","[""Andhra Pradesh"",""Telangana""]","[""A person who has been disgraced, humiliated, or rendered ineffective; someone who has lost their cunning, status, or advantages.""]",1,2025-11-15 05:25:13.255305,2025-11-15 05:25:13.363788,తోకతెగిన నక్క,64e68df5-42c9-4280-9dfd-f379ccc430a1
te_unspecified_0007,2,"[""idiomatic"",""literary"",""poetic""]","[""Telugu-speaking regions""]","[""Figurative: forever; for as long as the moon and stars endure; eternally.""]",1,2025-11-15 05:25:13.253841,2025-11-15 05:25:13.363788,ఆచంద్రతారకము,64f3a611-af01-434c-8abb-610f58446b0c
te_unspecified_0102,2,"[""literary"",""formal""]","[""Telugu"",""India"",""South Asia""]","[""A bold or heroic ambition; a grand, fierce aspiration often implying conquest, dominance, or exceptional bravery.""]",1,2025-11-15 05:25:13.255761,2025-11-15 05:25:13.363788,సింహస్వప్నము,65d71b31-fb01-4df3-b4d7-466a6811c13b
te_unspecified_0039,1,"[""literal"",""colloquial"",""vulgar""]","[""Telugu-speaking regions""]","[""To die like a dog.""]",1,2025-11-15 05:25:13.254728,2025-11-15 05:25:13.363788,కుక్కచావు,6615a604-a9a1-4081-8fb8-b9d34c2d7e97
te_unspecified_0061,2,"[""neutral"",""informal""]","[""Telugu-speaking regions (Andhra Pradesh and Telangana)""]","[""Figuratively, to surrender or give up resisting; to yield.""]",1,2025-11-15 05:25:13.255098,2025-11-15 05:25:13.363788,చేతులెత్తు,672c6a0b-8318-4a8b-8e06-a2f285ae5dce
te_unspecified_0051,2,"[""astrological"",""formal"",""colloquial""]","[""Telugu-speaking regions (Andhra Pradesh, Telangana)""]","[""Figurative: the astrological influence or effect attributed to the positions or movements of planets, often invoked to explain a person's fortunes, misfortunes, or behavior.""]",1,2025-11-15 05:25:13.254929,2025-11-15 05:25:13.363788,గ్రహచారము,67d536e7-1cce-45ee-8e81-1686b24c2845
te_unspecified_0045,1,"[""neutral"",""literary""]","[""India"",""Telugu-speaking regions""]","[""Literally, extending from the Ganga River to the Kaveri River.""]",1,2025-11-15 05:25:13.25482,2025-11-15 05:25:13.363788,గంగాకావేరీపర్యంతం,67d76d6b-5427-4442-81e1-95a31292bce2
te_unspecified_0018,2,"[""colloquial"",""pejorative"",""figurative""]","[""India (Telugu-speaking regions)""]","[""A person who is weak, ineffectual, or lacking backbone; someone who fails to act with strength or resolve.""]",1,2025-11-15 05:25:13.254082,2025-11-15 05:25:13.363788,ఎముకలేనిచెయ్యి,6c2304f5-2467-48b4-9034-f4d7a46130d0
te_unspecified_0025,2,"[""colloquial""]","[""Andhra Pradesh"",""Telangana"",""India""]","[""A person who is satisfied or complacent and therefore unwilling to accept more or to change; contented to the point of indifference.""]",1,2025-11-15 05:25:13.254511,2025-11-15 05:25:13.363788,కడుపు నిండిన బేరము,6f356515-1325-4ff0-ae41-971965f4ff07
te_unspecified_0083,1,"[""neutral""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Literal: something associated with or made of gold; literally 'golden pichuka' as a compound describing a gold object.""]",1,2025-11-15 05:25:13.255451,2025-11-15 05:25:13.363788,బంగారపుపిచుక,71a0d679-0e98-4ab5-bd17-5494a5b40ec4
te_unspecified_0097,1,"[""neutral""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Literal: To tie, bind, or fold one’s wings (literally restraining a bird).""]",1,2025-11-15 05:25:13.255668,2025-11-15 05:25:13.363788,రెక్కలుకట్టుకొనివచ్చు,71b15ad3-7d76-4dcb-86bc-73f6de91f4a1
te_unspecified_0100,1,"[""formal"",""neutral""]","[""Telugu"",""India"",""South Asia""]","[""A view from high above, as if seen by a bird; a vantage point that shows a wide area at once.""]",1,2025-11-15 05:25:13.255719,2025-11-15 05:25:13.363788,విహంగవీక్షణము,7265f9ef-c57a-4cb4-9b9f-41fd8629e1f3
te_unspecified_0045,2,"[""colloquial"",""poetic""]","[""India"",""Telugu-speaking regions""]","[""Figuratively, across a wide area or throughout the land; from one extreme to another.""]",1,2025-11-15 05:25:13.254827,2025-11-15 05:25:13.363788,గంగాకావేరీపర్యంతం,74a006aa-846b-428b-9907-9dc61b214e90
te_unspecified_0046,1,"[""literary"",""poetic""]","[""Telugu literature"",""Telugu-speaking regions""]","[""Literally, a 'flower of the sky' or a celestial flower.""]",1,2025-11-15 05:25:13.254834,2025-11-15 05:25:13.363788,గగనకుసుమము,759d93bd-6860-49a9-b835-bdd082025ab6
te_unspecified_0096,1,"[""neutral"",""formal""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Literal: To prepare the stage or performance area for an event.""]",1,2025-11-15 05:25:13.255654,2025-11-15 05:25:13.363788,రంగం సిద్ధం చేయు,75cfcaa4-4ec6-4300-9218-f4d7220a65c6
te_unspecified_0090,2,"[""literary"",""figurative""]","[""Telugu-speaking regions"",""Andhra Pradesh"",""Telangana""]","[""Figurative: a symbol or stimulus for vanity and self-admiration; anything that incites pride or narcissistic self-reflection.""]",1,2025-11-15 05:25:13.255575,2025-11-15 05:25:13.363788,ముంజేతి దర్పణము,76d8dc06-e6b4-466a-9c8c-787d8a44559f
te_unspecified_0054,1,"[""neutral""]","[""Telugu-speaking regions (Andhra Pradesh, Telangana)""]","[""Literal: water beneath a plank, board, or slab.""]",1,2025-11-15 05:25:13.254951,2025-11-15 05:25:13.363788,చాపక్రిందినీరు,76e55067-2335-48fc-a0dc-2abce9453430
te_unspecified_0022,1,"[""neutral"",""descriptive""]","[""Telugu (Andhra Pradesh, Telangana)"",""India""]","[""Literal: a voice or tone that resembles the sound or quality of metal.""]",1,2025-11-15 05:25:13.254353,2025-11-15 05:25:13.363788,కంచుకంఠము,779d3c90-8705-4193-90af-db5ed1f3c5dc
te_unspecified_0007,1,"[""literary"",""poetic"",""archaic""]","[""Telugu-speaking regions""]","[""Literal: the moon and the stars taken together; a phrase denoting celestial bodies (moon and stars).""]",1,2025-11-15 05:25:13.253832,2025-11-15 05:25:13.363788,ఆచంద్రతారకము,7b66f330-60c6-4608-a3d0-2453a9470572
te_unspecified_0066,2,"[""colloquial"",""formal""]","[""Telugu (Andhra Pradesh)"",""Telugu (Telangana)""]","[""Figurative: to show deference or humility; to bow in respect or submission.""]",1,2025-11-15 05:25:13.25517,2025-11-15 05:25:13.363788,తలవంచుకొను,7c4c5650-bfb5-44b6-9bb3-744e4d25b304
te_unspecified_0022,2,"[""literary"",""colloquial""]","[""Telugu (Andhra Pradesh, Telangana)"",""India""]","[""Figurative: a harsh, metallic, or emotionally cold-sounding voice or manner of speaking.""]",1,2025-11-15 05:25:13.25436,2025-11-15 05:25:13.363788,కంచుకంఠము,7c725c84-855e-49f1-8abd-cc55f614bb24
te_unspecified_0065,1,"[""neutral"",""colloquial""]","[""Telugu (Andhra Pradesh)"",""Telugu (Telangana)""]","[""Literal: to raise one's head physically; to lift the head upward.""]",1,2025-11-15 05:25:13.255149,2025-11-15 05:25:13.363788,తలయెత్తుకొను,7f6e5098-0577-4e39-a1d3-9d4d521a28a4
te_unspecified_0016,2,"[""colloquial"",""informal"",""figurative""]","[""India (Telugu-speaking regions)""]","[""A close-working pair or partnership (a duo or tag team) known for functioning together effectively or being consistently associated with one another.""]",1,2025-11-15 05:25:13.254037,2025-11-15 05:25:13.363788,ఊకదంపు,80110c9d-7123-424d-b579-1c91972dd94d
te_unspecified_0057,1,"[""neutral""]","[""Telugu-speaking regions"",""Andhra Pradesh"",""Telangana""]","[""To come into one's hand; to fall into one's possession or control (literal acquisition).""]",1,2025-11-15 05:25:13.255018,2025-11-15 05:25:13.363788,చేతికివచ్చు,80899ac8-3fc3-4994-9fcd-6f65d65afe98
te_unspecified_0021,3,"[""neutral"",""colloquial""]","[""Telugu (Andhra Pradesh, Telangana)"",""India""]","[""Gradually or progressively, happening or recalled one item at a time.""]",1,2025-11-15 05:25:13.254345,2025-11-15 05:25:13.363788,ఒకటొకటిగా,8157aebd-4ccd-4ef1-9188-4de9f56ec53b
te_unspecified_0071,1,"[""neutral""]","[""Andhra Pradesh"",""Telangana""]","[""A knife smeared with honey; the literal depiction of a blade coated in honey.""]",1,2025-11-15 05:25:13.255253,2025-11-15 05:25:13.363788,తేనెపూసినకత్తి,823eec04-79bf-4867-9c15-07e4c12001fb
te_unspecified_0054,2,"[""colloquial"",""figurative""]","[""Telugu-speaking regions (Andhra Pradesh, Telangana)""]","[""Figurative: an underlying or hidden matter; a concealed cause, consequence, or resource not immediately apparent.""]",1,2025-11-15 05:25:13.254958,2025-11-15 05:25:13.363788,చాపక్రిందినీరు,8292a22a-d6a1-46a6-b258-eb9367d6894b
te_unspecified_0050,2,"[""colloquial"",""figurative""]","[""Telugu-speaking regions (Andhra Pradesh, Telangana)""]","[""Figurative: to expose or reveal someone or something publicly; to surrender or turn someone over to authorities or public scrutiny.""]",1,2025-11-15 05:25:13.254912,2025-11-15 05:25:13.363788,గోచిచేతికిచ్చు,8580a492-3d96-418c-95cd-4107b2a3f251
te_unspecified_0010,1,"[""colloquial"",""informal""]","[""Andhra Pradesh"",""Telangana"",""India""]","[""Literal: to follow the play or the course of a game.""]",1,2025-11-15 05:25:13.253887,2025-11-15 05:25:13.363788,ఆటలుసాగు,86eb8eca-5e1d-4dd7-9000-c417ddef27f4
te_unspecified_0052,1,"[""dialectal"",""informal""]","[""Telugu-speaking regions (Andhra Pradesh, Telangana)""]","[""Meaning uncertain: insufficient attested usage to provide a definitive interpretation; literally appears to be a compound of చంక + నాకి + పోవు and requires contextual evidence for a reliable gloss.""]",1,2025-11-15 05:25:13.254937,2025-11-15 05:25:13.363788,చంకనాకిపోవు,87029ef5-268e-4118-9da3-9d03d894951e
te_unspecified_0040,2,"[""neutral"",""colloquial""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Figurative: a beloved or cherished place or object, often used to refer to a favored shrine, pilgrimage site, or focal place of devotion.""]",1,2025-11-15 05:25:13.254749,2025-11-15 05:25:13.363788,కొంగుబంగారము,89b5aaa9-b24d-46e6-b6c4-c6878405649e
te_unspecified_0088,1,"[""neutral""]","[""Telugu (Andhra Pradesh, Telangana)""]","[""To rub or coat with clay, earth, or wet mud, causing soiling or staining.""]",1,2025-11-15 05:25:13.25554,2025-11-15 05:25:13.363788,మట్టి కరచు,8a576643-200e-4a8b-9992-e5ea8221cdb0
te_unspecified_0048,1,"[""neutral"",""medical""]","[""General Telugu""]","[""Literally, for the heart to stop beating.""]",1,2025-11-15 05:25:13.254867,2025-11-15 05:25:13.363788,గుండె ఆగిపోవు,8c88155b-3d9e-4d33-8907-a6c88a444e80
te_unspecified_0049,3,"[""colloquial"",""informal""]","[""Telugu-speaking regions""]","[""Figuratively, to stash away, conceal, or hoard something for future use.""]",1,2025-11-15 05:25:13.254898,2025-11-15 05:25:13.363788,గూడుకట్టు,8cc7f0c3-7c7d-4599-b5b6-ca47e0a5fa60
te_unspecified_0027,1,"[""neutral"",""medical""]","[""Andhra Pradesh"",""Telangana"",""India""]","[""Dimness or blurring of vision; impaired eyesight.""]",1,2025-11-15 05:25:13.254532,2025-11-15 05:25:13.363788,కనుగప్పు,8f9eee4c-9807-42fb-b673-1d4ae7ec114a
te_unspecified_0076,1,"[""colloquial"",""pejorative""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Literal/primary: A derogatory term for a person who is naive, inexperienced, or ignorant.""]",1,2025-11-15 05:25:13.255336,2025-11-15 05:25:13.363788,నంగనాచి,90ba4fba-f6c1-4e41-95ad-b113dd97ebec
te_unspecified_0058,1,"[""neutral""]","[""Telugu-speaking regions"",""Andhra Pradesh"",""Telangana""]","[""Literally, the state of having grease or oil on the hands.""]",1,2025-11-15 05:25:13.255032,2025-11-15 05:25:13.363788,చేతిచమురుభాగవతము,911fa32f-12af-49cf-908c-c9f7f7b457b2
te_unspecified_0053,1,"[""dialectal"",""informal""]","[""Telugu-speaking regions (Andhra Pradesh, Telangana)""]","[""Meaning uncertain: insufficient attested usage to provide a definitive interpretation; likely a regional or colloquial term whose literal components (e.g., చంక + నాకు) require contextual clarification.""]",1,2025-11-15 05:25:13.254944,2025-11-15 05:25:13.363788,చంకనాకు,93695531-e5a5-4886-a4d7-8803cd8f8749
te_unspecified_0092,2,"[""colloquial"",""pejorative""]","[""Telugu-speaking regions"",""Andhra Pradesh"",""Telangana""]","[""Figurative: a person who appears or pretends to be fierce, powerful, or impressive but is actually timid, weak, or harmless.""]",1,2025-11-15 05:25:13.255603,2025-11-15 05:25:13.363788,మేక వన్నె పులి,93ad5a6b-7bf4-4527-8e16-51469ef13445
te_unspecified_0031,2,"[""colloquial"",""affectionate""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Figurative: a person or thing greatly cherished or dearly loved; the apple of one's eye.""]",1,2025-11-15 05:25:13.254599,2025-11-15 05:25:13.363788,కన్నుకుట్టు,944a2e04-4882-436d-b51b-d479a54271dc
te_unspecified_0073,2,"[""informal"",""colloquial""]","[""Andhra Pradesh"",""Telangana""]","[""To deprive someone of a distinguishing advantage, pride, or resource; to humble, strip of power, or decisively defeat someone.""]",1,2025-11-15 05:25:13.255291,2025-11-15 05:25:13.363788,తోకకోయు,95591eb4-bb1a-4f94-b8ce-9d1c9d7775b9
te_unspecified_0093,2,"[""colloquial"",""pejorative""]","[""Telugu-speaking regions"",""Andhra Pradesh"",""Telangana"",""India""]","[""Figurative: an insincere display of sorrow or remorse; pretended or hypocritical grief.""]",1,2025-11-15 05:25:13.255617,2025-11-15 05:25:13.363788,మొసలి కన్నీళ్లు,9659d70e-6f7e-4334-abe8-108705e535ff
te_unspecified_0058,2,"[""informal"",""pejorative""]","[""Telugu-speaking regions"",""Andhra Pradesh"",""Telangana""]","[""Figuratively, a hypocritical or corrupt display of piety or virtue used to conceal self-serving behavior; ostentatious devotion covering wrongdoing or bribery.""]",1,2025-11-15 05:25:13.255043,2025-11-15 05:25:13.363788,చేతిచమురుభాగవతము,971bedeb-79ce-48aa-95ec-a73873c3533d
te_unspecified_0075,1,"[""proverbial"",""literary""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Literal: A description of distant mountains appearing to be directly in front of the observer.""]",1,2025-11-15 05:25:13.255312,2025-11-15 05:25:13.363788,దూరపు కొండలు నునుపు,972d766f-06ed-4845-b65a-e75d20748384
te_unspecified_0061,1,"[""neutral""]","[""Telugu-speaking regions (Andhra Pradesh and Telangana)""]","[""Literally, to raise or lift one's hands.""]",1,2025-11-15 05:25:13.255091,2025-11-15 05:25:13.363788,చేతులెత్తు,97c8779d-73dd-4514-aa0f-d1a6c5adf55e
te_unspecified_0002,2,"[""literary"",""poetic""]","[""Telugu-speaking regions""]","[""A poetic metaphor for something delicate, ethereal, or transient, such as mist, rain, or fleeting beauty.""]",1,2025-11-15 05:25:13.253748,2025-11-15 05:25:13.363788,అభ్రపుష్పము,990742b6-3dfc-41f9-85f6-e7b0248bcdd9
te_unspecified_0080,1,"[""colloquial"",""informal""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Literal: the tongue slips; the speaker utters words unintentionally.""]",1,2025-11-15 05:25:13.255405,2025-11-15 05:25:13.363788,నాలుకజారు,9baf8895-312f-4ccd-a890-1a702e24f9dd
te_unspecified_0082,1,"[""neutral"",""traditional""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Literal: to receive turbans; to be presented with turbans as a physical gift or symbol.""]",1,2025-11-15 05:25:13.255436,2025-11-15 05:25:13.363788,పగ్గాలు అందుకొను,9d83010a-8cbe-4827-99a5-d472f0b46618
te_unspecified_0087,2,"[""formal"",""poetic"",""colloquial""]","[""Telugu (Andhra Pradesh, Telangana)""]","[""Describing a person, action, or reputation as pure, innocent, untainted, or morally upright.""]",1,2025-11-15 05:25:13.255522,2025-11-15 05:25:13.363788,మంచినీళ్లప్రాయము,9deff504-134d-4918-902b-209bfd00b16d
te_unspecified_0014,1,"[""neutral"",""literal""]","[""Andhra Pradesh"",""Telangana"",""India""]","[""Literal: this is the tree that you planted.""]",1,2025-11-15 05:25:13.253992,2025-11-15 05:25:13.363788,ఇది తమరు పెట్టిన వృక్షమే,9eb3cce4-4ad2-4a1d-b1ab-ee419b72aa6a
te_unspecified_0098,2,"[""colloquial"",""figurative""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Figurative: To gain the ability, freedom, or means to act independently or to succeed; to take off or become empowered.""]",1,2025-11-15 05:25:13.255689,2025-11-15 05:25:13.363788,రెక్కలువచ్చు,a015fa25-a00c-482b-8787-e8218b64653b
te_unspecified_0035,2,"[""figurative"",""political"",""literary""]","[""Telugu-speaking regions""]","[""A figurative description of a country or society that does not listen to its people or heed counsel; an indifferent or unresponsive nation.""]",1,2025-11-15 05:25:13.254678,2025-11-15 05:25:13.363788,కర్ణుడులేని భారతము,a2bd5496-e999-47a5-aec3-bf0a4e24eaf7
te_unspecified_0002,1,"[""literary"",""poetic""]","[""Telugu-speaking regions""]","[""Literally 'cloud flower'; a poetic compound referring to a bloom-like formation or ornament of the clouds.""]",1,2025-11-15 05:25:13.253739,2025-11-15 05:25:13.363788,అభ్రపుష్పము,a386b489-1f6d-44fd-bdb3-2799e01d913e
te_unspecified_0088,2,"[""informal"",""pejorative""]","[""Telugu (Andhra Pradesh, Telangana)""]","[""To humiliate, degrade, or dishonor someone publicly; to bring shame or discredit upon them.""]",1,2025-11-15 05:25:13.255547,2025-11-15 05:25:13.363788,మట్టి కరచు,a599c5c1-58f2-4eb5-94b5-39a2cf738ccc
te_unspecified_0021,1,"[""neutral""]","[""Telugu (Andhra Pradesh, Telangana)"",""India""]","[""One by one; sequentially, with each item or person considered in turn.""]",1,2025-11-15 05:25:13.254133,2025-11-15 05:25:13.363788,ఒకటొకటిగా,a700f8a2-6ab1-4946-8199-4fb5e77a260c
te_unspecified_0025,1,"[""neutral"",""literary""]","[""Andhra Pradesh"",""Telangana"",""India""]","[""A person or animal whose stomach is full; literally satiated.""]",1,2025-11-15 05:25:13.254503,2025-11-15 05:25:13.363788,కడుపు నిండిన బేరము,a7d51ea8-ae55-4d0f-90a7-0b3e9b4e4643
te_unspecified_0084,1,"[""neutral""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Literal: a golden doll or an object made of or plated with gold.""]",1,2025-11-15 05:25:13.255467,2025-11-15 05:25:13.363788,బంగారపుబొమ్మ,a863d749-d08a-4687-853e-47b116781bf6
te_unspecified_0037,1,"[""literal"",""neutral""]","[""Telugu-speaking regions""]","[""The effect or passage of time; the lapse of time.""]",1,2025-11-15 05:25:13.254698,2025-11-15 05:25:13.363788,కాలదన్ను,a970a29f-2589-4750-b640-ca8a7843c75a
te_unspecified_0063,2,"[""formal"",""literary"",""neutral""]","[""Telugu-speaking regions (Andhra Pradesh and Telangana)""]","[""Figuratively, to humble oneself or show deference and submission.""]",1,2025-11-15 05:25:13.255126,2025-11-15 05:25:13.363788,తలదించుకొను,a996f16d-ae3b-48b3-8623-3388d585dd93
te_unspecified_0091,1,"[""literary"",""archaic""]","[""Telugu-speaking regions"",""Andhra Pradesh"",""Telangana""]","[""Literal: the bracelet or bangle belonging to or associated with a person named Munjeti.""]",1,2025-11-15 05:25:13.255582,2025-11-15 05:25:13.363788,ముంజేతికంకణము,a9efe3d7-2192-49bd-acc0-6d569846cf98
te_unspecified_0071,2,"[""informal"",""colloquial""]","[""Andhra Pradesh"",""Telangana""]","[""A person or action that is superficially pleasing or flattering but conceals malice, betrayal, or harm.""]",1,2025-11-15 05:25:13.25526,2025-11-15 05:25:13.363788,తేనెపూసినకత్తి,aa286145-1519-4722-befa-d42b9ed32f1b
te_unspecified_0047,2,"[""colloquial"",""derogatory""]","[""Telugu-speaking regions""]","[""Figuratively, nonsense, worthless matter, or something of no value.""]",1,2025-11-15 05:25:13.254854,2025-11-15 05:25:13.363788,గాడిదగుడ్డు,ab3c2b1f-aea4-406a-8482-40847d856e93
te_unspecified_0081,1,"[""neutral""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Literal: positioned at the side; situated beside something or someone.""]",1,2025-11-15 05:25:13.255422,2025-11-15 05:25:13.363788,పక్కలో బల్లెము,ab53e560-f854-4730-b226-4254efb70083
te_unspecified_0077,2,"[""colloquial"",""figurative"",""pejorative""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Figurative: To disgrace, humiliate, or reduce the reputation of a respectable or innocent person; to debase someone morally or socially.""]",1,2025-11-15 05:25:13.255369,2025-11-15 05:25:13.363788,నందిని పంది చేయు,b008c540-4606-4dc9-b19c-294573d1f8c1
te_unspecified_0075,2,"[""proverbial"",""figurative""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Figurative: A situation in which a problem, danger, or consequence that once seemed remote has become immediate or unavoidable.""]",1,2025-11-15 05:25:13.25532,2025-11-15 05:25:13.363788,దూరపు కొండలు నునుపు,b04d5bcc-c3f3-45d8-ac47-a06d02863942
te_unspecified_0070,1,"[""neutral""]","[""Andhra Pradesh"",""Telangana""]","[""A knife smeared with honey; the literal image of a blade covered in honey.""]",1,2025-11-15 05:25:13.255239,2025-11-15 05:25:13.363788,తేనియపూసినకత్తి,b06e7f7a-b7ba-496d-8f51-c7231e5bdaa0
te_unspecified_0066,3,"[""colloquial""]","[""Telugu (Andhra Pradesh)"",""Telugu (Telangana)""]","[""Figurative: to accept defeat or humiliation; to yield or give up in the face of opposition.""]",1,2025-11-15 05:25:13.255188,2025-11-15 05:25:13.363788,తలవంచుకొను,b15d4f98-36b9-458f-ad98-dd18acf03dff
te_unspecified_0068,2,"[""colloquial""]","[""Telugu (Andhra Pradesh)"",""Telugu (Telangana)""]","[""Figurative: to revisit or bring back past memories; to recall or reflect on earlier experiences.""]",1,2025-11-15 05:25:13.255219,2025-11-15 05:25:13.363788,తిరగతోడు,b37a5cec-7cfa-4274-bf7f-bdc1f75580ef
te_unspecified_0081,2,"[""colloquial"",""informal""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Figurative: to be sidelined or left out of the main activity; to be placed in a marginal or peripheral position.""]",1,2025-11-15 05:25:13.255429,2025-11-15 05:25:13.363788,పక్కలో బల్లెము,b3e2d4ec-ea86-4809-989e-19f1d1159a34
te_unspecified_0079,1,"[""colloquial"",""conversational""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Literal: An imperative or statement meaning 'do not believe' or 'do not trust (it).' ""]",1,2025-11-15 05:25:13.255391,2025-11-15 05:25:13.363788,నమ్ము నమ్మక పో,b5680908-adc3-49c7-821c-c6e35f0775c5
te_unspecified_0032,2,"[""colloquial"",""informal""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Figurative: deliberate blindness or willful ignorance; an intentional refusal to notice or acknowledge something.""]",1,2025-11-15 05:25:13.254612,2025-11-15 05:25:13.363788,కన్నుగప్పు,b97273dc-2a01-43cc-b977-ba1813133021
te_unspecified_0093,1,"[""neutral"",""literal""]","[""Telugu-speaking regions"",""Andhra Pradesh"",""Telangana""]","[""Literal: the tears of a crocodile.""]",1,2025-11-15 05:25:13.25561,2025-11-15 05:25:13.363788,మొసలి కన్నీళ్లు,b9a70399-da82-4c50-95a3-25961eeca344
te_unspecified_0041,2,"[""neutral"",""colloquial"",""figurative""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Figurative: an immense amount or degree; a great deal of strength, support, comfort, or significance.""]",1,2025-11-15 05:25:13.254763,2025-11-15 05:25:13.363788,కొండంత,bb5ceef9-74b3-4729-80ca-de3bb4abe8ad
te_unspecified_0047,3,"[""derogatory"",""colloquial""]","[""Telugu-speaking regions""]","[""Figuratively, an insult used to describe a foolish, ignorant, or contemptible person.""]",1,2025-11-15 05:25:13.254861,2025-11-15 05:25:13.363788,గాడిదగుడ్డు,bce6a616-2c96-4b07-ae5d-2a18e0e1a4da
te_unspecified_0021,2,"[""neutral""]","[""Telugu (Andhra Pradesh, Telangana)"",""India""]","[""Individually; separately rather than collectively.""]",1,2025-11-15 05:25:13.254142,2025-11-15 05:25:13.363788,ఒకటొకటిగా,bfd4f80a-bee7-4aa5-91fb-6879231e6f23
te_unspecified_0023,2,"[""colloquial"",""political"",""critical""]","[""Telugu (Andhra Pradesh, Telangana)"",""India""]","[""Figurative: a superficial, token, or cosmetic action or measure intended to impress, placate, or create a favorable appearance without substantive effect.""]",1,2025-11-15 05:25:13.254479,2025-11-15 05:25:13.363788,కంటితుడుపు,c0aad9d5-950f-49ac-ae11-47746649a81b
te_unspecified_0060,3,"[""neutral"",""political"",""formal""]","[""Telugu-speaking regions (Andhra Pradesh and Telangana)""]","[""Figuratively, to join hands with others; to collaborate, ally, or come to an agreement.""]",1,2025-11-15 05:25:13.255084,2025-11-15 05:25:13.363788,చేతులు కలుపు,c0d48c32-6924-4106-9142-01449de2fe03
te_unspecified_0017,1,"[""neutral"",""literal""]","[""India (Telugu-speaking regions)""]","[""To look toward the front or toward something opposite; literally to look ahead or face forward.""]",1,2025-11-15 05:25:13.254046,2025-11-15 05:25:13.363788,ఎదురుచూచు,c314d17f-af29-4df6-85ef-b02a178afe6f
te_unspecified_0032,1,"[""neutral""]","[""Andhra Pradesh"",""Telangana"",""Telugu-speaking regions""]","[""Literal: a covering or obstruction of the eye; something that blocks sight.""]",1,2025-11-15 05:25:13.254605,2025-11-15 05:25:13.363788,కన్నుగప్పు,c6cf7b14-dee3-4c6e-a97a-b363f82f6d90
