idiom_id,sense_number,register,region,definitions,version,created_at,updated_at,idiom,meaning_id
hi_unspecified_0047,2,"[""informal"",""colloquial"",""idiomatic""]","[""India"",""Hindi-speaking regions"",""South Asia""]","[""To remain silent and endure an injustice, insult, or disadvantage without protest; to suffer passively because one cannot or does not speak up.""]",1,2025-11-15 05:25:41.416647,2025-11-15 05:25:41.545391,गूँगे का गुड़ खाना,3622098f-7ea2-4bd1-b4ac-2e9c8a42a7e5
hi_unspecified_0039,1,"[""neutral"",""literal""]","[""India"",""Hindi-speaking regions""]","[""Literal retaliatory violence in which blood is avenged by blood; physical vengeance resulting in bloodshed.""]",1,2025-11-15 05:25:41.416483,2025-11-15 05:25:41.545391,ख़ून का बदला ख़ून,3680df35-7fac-4cd1-9db7-b4ad2368e406
hi_unspecified_0116,1,"[""colloquial"",""informal""]","[""India (Hindi-speaking regions)""]","[""Figurative: to make no difference; to have no effect or impact; to be of no avail.""]",1,2025-11-15 05:25:41.418073,2025-11-15 05:25:41.545391,पल्ले नहीं पड़ना,37611967-e409-4733-8c57-2e395454f599
hi_unspecified_0175,1,"[""neutral""]","[""India"",""South Asia""]","[""Literal: to have the chest become physically broader.""]",1,2025-11-15 05:25:41.41943,2025-11-15 05:25:41.545391,सीना चौड़ा होना,37b46ef6-412b-459a-b7b7-b57d1c26a990
hi_unspecified_0045,1,"[""neutral"",""literal""]","[""India"",""Hindi-speaking regions"",""South Asia""]","[""To put someone in one's arms; to hug or embrace physically as an expression of affection or greeting.""]",1,2025-11-15 05:25:41.416597,2025-11-15 05:25:41.545391,गले लगाना,37c083f3-8c1e-452c-8d6e-fbdff2e4d556
hi_unspecified_0025,1,"[""proverbial"",""colloquial""]","[""India"",""Hindi-speaking regions""]","[""Literal: The flour becomes wet when one is impoverished; a literal description of a poor household's misfortune.""]",1,2025-11-15 05:25:41.416086,2025-11-15 05:25:41.545391,कंगाली में आटा गीला,3a39da89-14d8-498b-a509-3c169b953519
hi_unspecified_0155,1,"[""neutral"",""colloquial""]","[""India"",""Nepal"",""Pakistan""]","[""Literal: 'Ram knows' — an assertion that the Hindu deity Ram is the one who knows or is aware of a matter.""]",1,2025-11-15 05:25:41.418976,2025-11-15 05:25:41.545391,राम जाने,3b460d65-2027-491c-9fe0-36037c53b626
hi_unspecified_0063,2,"[""colloquial"",""idiomatic""]","[""India"",""Hindi-speaking regions""]","[""Figuratively, to cheat, swindle, or defraud someone; to cause financial or reputational loss through deception or trickery.""]",1,2025-11-15 05:25:41.416998,2025-11-15 05:25:41.545391,चूना लगाना,3b466678-67d3-4203-92ea-68759fb4f4d0
hi_unspecified_0006,1,"[""proverbial"",""colloquial""]","[""India"",""South Asia""]","[""Literal: in one's own lane or neighborhood even a dog appears like a lion.""]",1,2025-11-15 05:25:41.415229,2025-11-15 05:25:41.545391,अपनी गली में कुत्ता भी शेर होता है,3c3166fa-2dd4-414b-bbb0-a0cc6a98c985
hi_unspecified_0158,2,"[""colloquial"",""informal""]","[""India"",""Pakistan"",""Nepal""]","[""Figurative: Contented with modest means; satisfied by basic necessities and not given to seeking luxury.""]",1,2025-11-15 05:25:41.419044,2025-11-15 05:25:41.545391,रोटी-दाल से ख़ुश,3c97c6e5-1623-441e-bfd9-da13efeb2639
hi_unspecified_0040,2,"[""colloquial"",""figurative"",""informal""]","[""India"",""Hindi-speaking regions""]","[""Figurative: to be petrified or horrified; to feel an intense, numbing fear or shock as if one’s blood has run cold.""]",1,2025-11-15 05:25:41.416518,2025-11-15 05:25:41.545391,ख़ून सूखना,3d2e5263-c9bd-4277-b97a-aab357fe5449
hi_unspecified_0026,2,"[""figurative"",""colloquial"",""political"",""military""]","[""India"",""Hindi-speaking regions""]","[""Figurative: To cripple, devastate, or decisively defeat an opponent, organization, or capability; to destroy the core strength or backbone of something.""]",1,2025-11-15 05:25:41.416117,2025-11-15 05:25:41.545391,कमर तोड़ना,3d5d9594-9e3d-4a8e-9c31-3fe810fdc44a
hi_unspecified_0044,1,"[""literal""]","[""India"",""Hindi-speaking regions""]","[""Literal: having dug a mountain, a mouse emerged.""]",1,2025-11-15 05:25:41.416582,2025-11-15 05:25:41.545391,खोदा पहाड़ निकली चुहिया,3db29f6f-30a9-40e4-94c4-32501c047c14
hi_unspecified_0165,2,"[""colloquial"",""informal""]","[""North India"",""Central India"",""Chhattisgarhi/Hindi dialects""]","[""Figurative: to pester, nag, or trouble someone persistently; to subject someone to repeated demands, indignity, or exploitation.""]",1,2025-11-15 05:25:41.419198,2025-11-15 05:25:41.545391,सर खाना,3dbd6be3-e458-429f-8f7a-ffa76b72991d
hi_unspecified_0016,1,"[""proverbial"",""literary""]","[""India"",""South Asia""]","[""A proverbial statement that life under divine will alternates between sunshine and shade, indicating that fortune and adversity are fickle and transient.""]",1,2025-11-15 05:25:41.415503,2025-11-15 05:25:41.545391,ईश्वर की माया कहीं धूप कहीं छाया,3e1f03f8-2672-489b-a2f0-de098e7ad122
hi_unspecified_0110,2,"[""neutral"",""informal""]","[""India"",""Hindi""]","[""To gain reputation, fame, recognition, or honor through achievement or notable actions.""]",1,2025-11-15 05:25:41.417951,2025-11-15 05:25:41.545391,नाम कमाना,3e49b487-0390-46cf-baef-3e2932b2ab10
hi_unspecified_0126,1,"[""literal"",""neutral""]","[""India"",""Hindi-speaking regions""]","[""Literal: To wash one's hands in the flowing Ganga (the Ganges River).""]",1,2025-11-15 05:25:41.418292,2025-11-15 05:25:41.545391,बहती गंगा में हाथ धोना,3e6139ec-4297-4044-bd54-e9b24d5d9a75
hi_unspecified_0034,1,"[""neutral"",""interrogative""]","[""India"",""Hindi-speaking regions""]","[""What is happening right now; an inquiry about current events or actions.""]",1,2025-11-15 05:25:41.416378,2025-11-15 05:25:41.545391,क्या चल रहा है,3f287626-cd91-4cbf-a601-feab4062cb76
hi_unspecified_0001,1,"[""proverbial"",""colloquial""]","[""India"",""Hindi-speaking regions""]","[""Literal: the image of a blind person unexpectedly catching or being handed a quail.""]",1,2025-11-15 05:25:41.415125,2025-11-15 05:25:41.545391,अंधे के हाथ बटेर लगना,3f738c13-55ac-40b5-8b7f-e382cfbdc831
hi_unspecified_0059,1,"[""neutral""]","[""India"",""Hindi-speaking regions""]","[""Literal: to remain silent; to not speak.""]",1,2025-11-15 05:25:41.41693,2025-11-15 05:25:41.545391,चुप रहना,3f92ca77-0fbb-4325-9ae3-85fc3e117bc6
hi_unspecified_0171,2,"[""colloquial"",""figurative""]","[""India"",""Hindi""]","[""Figurative: to cooperate with, support, or join someone in an activity, opinion, or public stance.""]",1,2025-11-15 05:25:41.41935,2025-11-15 05:25:41.545391,साथ गाना,409d545f-8e9a-43eb-806e-877328ff59f7
hi_unspecified_0145,1,"[""proverbial"",""colloquial""]","[""India"",""Hindi-speaking regions""]","[""Literal: If husband and wife are in agreement, what can the judge intervene to do?""]",1,2025-11-15 05:25:41.418665,2025-11-15 05:25:41.545391,मियाँ बीवी राज़ी तो क्या करेगा काज़ी,4167e00d-87e0-4db6-adca-02ce5426fc69
hi_unspecified_0134,1,"[""proverbial"",""literal""]","[""India"",""Hindi-speaking regions""]","[""To receive pearls without asking, but not even alms when one asks (expressing the contrast between unexpected gifts and denied requests).""]",1,2025-11-15 05:25:41.418447,2025-11-15 05:25:41.545391,बिन माँगे मोती मिले माँगे मिले न भीख,4193b94e-eca0-499f-97ca-c7441a550fa6
hi_unspecified_0123,1,"[""neutral"",""standard""]","[""India"",""Hindi-speaking regions""]","[""Again; once more; indicating repetition of an action or event.""]",1,2025-11-15 05:25:41.418247,2025-11-15 05:25:41.545391,फिर से,44f2287f-d586-4856-8ef8-915d61c802df
hi_unspecified_0134,2,"[""proverbial"",""figurative""]","[""India"",""Hindi-speaking regions""]","[""Good fortune or valuable favors sometimes arrive unasked, whereas actively asking for help may fail; blessings may come unexpectedly while requests go unanswered.""]",1,2025-11-15 05:25:41.418462,2025-11-15 05:25:41.545391,बिन माँगे मोती मिले माँगे मिले न भीख,4573190e-fcd7-4ed6-9373-f3c8b3001fd2
hi_unspecified_0121,3,"[""neutral"",""culinary""]","[""India"",""Hindi-speaking regions""]","[""To curdle or separate (as in milk turning sour and separating into curds and whey).""]",1,2025-11-15 05:25:41.418197,2025-11-15 05:25:41.545391,फट जाना,45acc7c1-1b5e-4189-a7ad-c10831ad4533
hi_unspecified_0117,2,"[""proverbial"",""neutral""]","[""India (Hindi-speaking regions)""]","[""Figurative: people or things are not the same; differences in ability, quality, treatment, or worth should be expected.""]",1,2025-11-15 05:25:41.418111,2025-11-15 05:25:41.545391,पाँचों उंगलियाँ बराबर नहीं होती,46e12b30-baf3-446b-a961-ae8a4ae07194
hi_unspecified_0157,1,"[""neutral""]","[""India"",""Pakistan"",""Nepal""]","[""Literal: Daily food or meals that sustain life; the ordinary food consumed day to day.""]",1,2025-11-15 05:25:41.419016,2025-11-15 05:25:41.545391,रोज़ी रोटी,47375fce-ad74-401c-aa98-9e5f9fcbe3ee
hi_unspecified_0178,1,"[""neutral""]","[""India""]","[""Literal: to nod repeatedly in agreement with someone.""]",1,2025-11-15 05:25:41.41948,2025-11-15 05:25:41.545391,हाँ में हाँ मिलाना,47a87b90-9f7c-42db-914a-699c146416c9
hi_unspecified_0150,1,"[""neutral"",""literal""]","[""India"",""Hindi-speaking regions""]","[""To make a fist or strike with the fist.""]",1,2025-11-15 05:25:41.41888,2025-11-15 05:25:41.545391,मुठ मारना,48904a15-3f3f-4a81-acf4-70aa282c4136
hi_unspecified_0017,1,"[""colloquial"",""informal""]","[""India"",""South Asia""]","[""An expression meaning 'only God knows,' used to indicate uncertainty or lack of knowledge about a matter.""]",1,2025-11-15 05:25:41.415521,2025-11-15 05:25:41.545391,ईश्वर जाने,4a1669a4-bb97-4643-8032-682648b87af1
hi_unspecified_0124,1,"[""proverbial"",""colloquial""]","[""India"",""South Asia""]","[""Literal: what would a monkey know of the taste of ginger?""]",1,2025-11-15 05:25:41.418261,2025-11-15 05:25:41.545391,बंदर क्या जाने अदरक का स्वाद,4a5f4c6f-f6a9-417a-ac8a-434bfa6a3a68
hi_unspecified_0157,2,"[""neutral"",""formal""]","[""India"",""Pakistan"",""Nepal""]","[""Figurative: Livelihood or means of earning a living; the resources or work by which one secures basic subsistence.""]",1,2025-11-15 05:25:41.419024,2025-11-15 05:25:41.545391,रोज़ी रोटी,4abe0207-1a63-47c5-a212-3ea501fb8a67
hi_unspecified_0083,1,"[""neutral"",""formal""]","[""India"",""South Asia""]","[""Literal: To place something in its proper or designated location; to arrange or put away.""]",1,2025-11-15 05:25:41.417349,2025-11-15 05:25:41.545391,ठिकाने लगाना,4b5f3dd6-bf29-46d1-81fe-38b4134d3ed0
hi_unspecified_0100,1,"[""Proverbial"",""Colloquial"",""Literal""]","[""India"",""Hindi-speaking regions""]","[""Drums heard from a distance sound pleasant and attractive.""]",1,2025-11-15 05:25:41.417676,2025-11-15 05:25:41.545391,दूर के ढोल सुहावने लगते हैं,4b917d4e-650a-414c-8689-9544fbf68d81
hi_unspecified_0085,1,"[""colloquial"",""neutral""]","[""India""]","[""A guess or conjecture made without calculation or sufficient evidence.""]",1,2025-11-15 05:25:41.417399,2025-11-15 05:25:41.545391,तुक्का,4badae1e-7ba6-4532-8f08-a34a7d4dfb71
hi_unspecified_0130,1,"[""neutral"",""literal""]","[""India"",""Hindi-speaking regions""]","[""Children; infants; one's offspring or young members of a family.""]",1,2025-11-15 05:25:41.418363,2025-11-15 05:25:41.545391,बाल-बच्चे,4bf05404-8724-44f3-b510-74125366aa1e
hi_unspecified_0032,2,"[""figurative"",""neutral""]","[""India"",""Hindi-speaking regions""]","[""In close association with or alongside something in position, status, or influence; adjacent in a non-physical sense.""]",1,2025-11-15 05:25:41.41635,2025-11-15 05:25:41.545391,के बग़ल में,4ce55597-5475-4e51-b2a6-30c6c82df5d6
hi_unspecified_0005,2,"[""colloquial"",""pejorative"",""informal""]","[""India"",""South Asia""]","[""Figurative: to act in one's own self-interest or to manipulate circumstances so as to secure personal benefit, often at others' expense.""]",1,2025-11-15 05:25:41.415219,2025-11-15 05:25:41.545391,अपना उल्लू सीधा करना,4d621e9e-5da9-4d46-a8cc-68d934d36ace
hi_unspecified_0065,2,"[""colloquial"",""idiomatic""]","[""India"",""Hindi-speaking regions""]","[""Something or someone regarded as insignificant, worthless, or of no consequence; treated with complete disregard.""]",1,2025-11-15 05:25:41.417029,2025-11-15 05:25:41.545391,छत्तीस का आँकड़ा,4d73af42-ed5c-4f8b-a329-0034f07136d1
hi_unspecified_0053,1,"[""Literal"",""Religious""]","[""India"",""South Asia""]","[""To light oil lamps (wicks) using clarified butter (ghee), typically as part of a ritual, offering, or devotional practice.""]",1,2025-11-15 05:25:41.416781,2025-11-15 05:25:41.545391,घी के दिए जलाना,4e8623bb-2f47-4102-86c4-634600378196
hi_unspecified_0020,2,"[""colloquial"",""derogatory"",""informal""]","[""India"",""Hindi-speaking regions""]","[""An utter fool; a completely stupid or gullible person.""]",1,2025-11-15 05:25:41.415573,2025-11-15 05:25:41.545391,उल्लू का पट्ठा,4f38d378-8627-4210-ac9f-234fda508112
hi_unspecified_0007,2,"[""proverbial"",""formal"",""colloquial""]","[""India"",""South Asia""]","[""Figurative: regret or remorse after an irreversible loss is pointless; it is too late to remedy the harm once it has occurred.""]",1,2025-11-15 05:25:41.41526,2025-11-15 05:25:41.545391,अब पछताए क्या होत जब चिड़िया चुग गई खेत,4f5ee65c-8367-4702-b06c-6c4eb3efe4fb
hi_unspecified_0100,2,"[""Proverbial"",""Colloquial"",""Figurative""]","[""India"",""Hindi-speaking regions""]","[""Things that are distant or unattainable often seem better than they actually are; the grass is greener on the other side.""]",1,2025-11-15 05:25:41.417684,2025-11-15 05:25:41.545391,दूर के ढोल सुहावने लगते हैं,4f80aa60-59e3-4487-9a03-6f639a4277ac
hi_unspecified_0160,2,"[""proverbial"",""colloquial"",""derogatory""]","[""India"",""Hindi-speaking regions""]","[""Figurative: People or things that will not respond to reason or persuasion and can be influenced only by force, punishment, or harsh measures.""]",1,2025-11-15 05:25:41.419114,2025-11-15 05:25:41.545391,लातों के भूत बातों से नहीं मानते,4fdf5858-fb51-4f77-bf08-0aa1af1531ff
hi_unspecified_0041,3,"[""neutral"",""standard""]","[""India"",""South Asia"",""Hindi-speaking regions""]","[""Literal (noun): food or a meal; something eaten.""]",1,2025-11-15 05:25:41.416539,2025-11-15 05:25:41.545391,खाना,505c4367-c24d-4454-ac2c-3726af72ceb8
hi_unspecified_0056,3,"[""colloquial""]","[""India"",""Hindi-speaking regions""]","[""To gain favour, admiration, or prominence in someone's eyes; to become well regarded.""]",1,2025-11-15 05:25:41.41684,2025-11-15 05:25:41.545391,चढ़ जाना,5137e610-3cf4-4d17-84a1-ace28d5db8b9
hi_unspecified_0167,1,"[""neutral"",""descriptive""]","[""India"",""South Asia""]","[""Literal: to move the head from side to side or up and down.""]",1,2025-11-15 05:25:41.419245,2025-11-15 05:25:41.545391,सर हिलाना,51521f82-054e-44b1-91bc-30345c7b5391
hi_unspecified_0045,2,"[""neutral"",""figurative""]","[""India"",""Hindi-speaking regions"",""South Asia""]","[""To accept, welcome, or adopt willingly and enthusiastically (for example, an idea, policy, culture, or person).""]",1,2025-11-15 05:25:41.416607,2025-11-15 05:25:41.545391,गले लगाना,5192003d-0503-42bc-a29d-234b791ed698
hi_unspecified_0148,2,"[""colloquial"",""derogatory""]","[""India"",""Hindi-speaking regions""]","[""Figurative: Pretending to be pious, honest, or harmless while secretly being deceitful, treacherous, or hostile.""]",1,2025-11-15 05:25:41.418837,2025-11-15 05:25:41.545391,मुँह में राम बगल में छुरी,52c4023c-83aa-4aef-8e70-60a44fae3184
hi_unspecified_0010,2,"[""neutral"",""colloquial"",""formal""]","[""India"",""Hindi-speaking regions""]","[""The mutual exchange or sharing of ideas, opinions, experiences, or data between individuals or groups.""]",1,2025-11-15 05:25:41.415371,2025-11-15 05:25:41.545391,आदान-प्रदान,53007cfb-e5ee-4d8e-a40d-3bca354ac5da
hi_unspecified_0010,1,"[""neutral"",""formal""]","[""India"",""Hindi-speaking regions""]","[""The literal act of giving and receiving things, services, or information between two or more parties.""]",1,2025-11-15 05:25:41.415351,2025-11-15 05:25:41.545391,आदान-प्रदान,53d7781f-0d27-4831-bc83-515f00057d67
hi_unspecified_0005,1,"[""neutral""]","[""India"",""South Asia""]","[""Literal: to straighten or adjust one's owl (a literal action of arranging or setting an owl upright).""]",1,2025-11-15 05:25:41.41521,2025-11-15 05:25:41.545391,अपना उल्लू सीधा करना,541540b6-086f-4a60-a414-97e9d4a96936
hi_unspecified_0121,1,"[""neutral"",""literal""]","[""India"",""Hindi-speaking regions""]","[""To tear, split, or rip (as of cloth, paper, or other material).""]",1,2025-11-15 05:25:41.418183,2025-11-15 05:25:41.545391,फट जाना,54457b9a-bff8-4038-acf7-7554493946f8
hi_unspecified_0088,2,"[""colloquial"",""euphemistic""]","[""India""]","[""To go out under a pretext or errand, often as a discreet or socially acceptable cover for leaving home or meeting someone privately.""]",1,2025-11-15 05:25:41.417473,2025-11-15 05:25:41.545391,तेल लेने जाना,549bcbd1-9a59-45af-98ff-b5ea6c595aba
hi_unspecified_0137,1,"[""neutral""]","[""India"",""Hindi-speaking regions""]","[""Literal: a wolf wearing a sheep's skin; an animal concealed beneath the hide of a sheep.""]",1,2025-11-15 05:25:41.418504,2025-11-15 05:25:41.545391,भेड़ की खाल में भेड़िया,56095c3b-5b4a-40e1-8ff2-8caf970c7ec5
hi_unspecified_0053,2,"[""Colloquial"",""Figurative""]","[""India"",""Hindi-speaking regions""]","[""To flatter, indulge, or lavish attention on someone in order to gain favor or to honor them ceremonially.""]",1,2025-11-15 05:25:41.416789,2025-11-15 05:25:41.545391,घी के दिए जलाना,560daac0-ac55-488e-9843-401cf1d40f6a
hi_unspecified_0058,2,"[""idiomatic"",""colloquial""]","[""India"",""Hindi-speaking regions""]","[""Figurative: a short-lived period of success, happiness, or fame that is quickly followed by decline, disappointment, or misfortune.""]",1,2025-11-15 05:25:41.416922,2025-11-15 05:25:41.545391,चार दिन की चाँदनी फिर अँधेरी रात,56b8b192-a9ea-4e42-bf85-82fd222d3b36
hi_unspecified_0110,1,"[""neutral""]","[""India"",""Hindi""]","[""Literally, to earn or acquire a name; to obtain a name or designation.""]",1,2025-11-15 05:25:41.417867,2025-11-15 05:25:41.545391,नाम कमाना,5790091a-5b0c-40b3-8e5d-148498930feb
hi_unspecified_0137,2,"[""idiomatic"",""pejorative""]","[""India"",""Hindi-speaking regions""]","[""Figurative: a person who disguises malicious intent behind a harmless or friendly appearance; someone deceptively dangerous (equivalent to 'a wolf in sheep's clothing').""]",1,2025-11-15 05:25:41.418513,2025-11-15 05:25:41.545391,भेड़ की खाल में भेड़िया,57d422af-cd63-4382-b96c-e7f2540a51ca
hi_unspecified_0049,2,"[""formal"",""legal"",""neutral"",""figurative""]","[""India"",""Hindi-speaking regions"",""South Asia""]","[""To legally adopt a child or to assume permanent parental responsibility for a child not biologically one's own.""]",1,2025-11-15 05:25:41.416718,2025-11-15 05:25:41.545391,गोद लेना,58030dfb-6401-49d3-af84-12ada243f9af
hi_unspecified_0078,1,"[""neutral"",""literal""]","[""India"",""Hindi-speaking regions""]","[""Literally, to make a hole in the same plate in which one ate.""]",1,2025-11-15 05:25:41.417263,2025-11-15 05:25:41.545391,जिस थाली में खाना उसी में छेद करना,5870d5b7-4e5c-420a-9962-8b786cf89c9a
hi_unspecified_0131,1,"[""literal"",""informal""]","[""India"",""Hindi-speaking regions""]","[""To be saved by a hair; to avoid physical harm or death by an extremely small margin.""]",1,2025-11-15 05:25:41.418378,2025-11-15 05:25:41.545391,बाल-बाल बचना,5b11528e-8373-46f2-afac-32df7bf7924e
hi_unspecified_0023,2,"[""colloquial"",""popular culture""]","[""India"",""Hindi-speaking regions""]","[""Used idiomatically to denote mutual devotion, suitability as partners, or actions performed for the sake of another person (often in romantic contexts).""]",1,2025-11-15 05:25:41.415896,2025-11-15 05:25:41.545391,एक दूजे के वास्ते,5b4facbf-c9d9-4086-9457-ea2b301e0d53
hi_unspecified_0084,1,"[""proverb"",""colloquial""]","[""India"",""South Asia""]","[""Literal: A person who is drowning grasps even a straw for support.""]",1,2025-11-15 05:25:41.417384,2025-11-15 05:25:41.545391,डूबते को तिनके का सहारा,5bffad18-16e8-48c5-853e-491189212133
hi_unspecified_0064,1,"[""colloquial"",""regional""]","[""India"",""Hindi-speaking regions"",""North India""]","[""Literally, for the face to lose its freshness or colour; to look withered or pale.""]",1,2025-11-15 05:25:41.417007,2025-11-15 05:25:41.545391,चेहरा उतरना,5cdf4b76-adf4-4b2c-a577-524ae883b855
hi_unspecified_0043,2,"[""colloquial"",""figurative"",""informal""]","[""India"",""Hindi-speaking regions""]","[""Figurative: a strong urge or restlessness to do something; an itching desire or compulsion to act.""]",1,2025-11-15 05:25:41.416575,2025-11-15 05:25:41.545391,खुजली,5d80bc35-87b4-4f26-a8e0-3f4ad6abd5d9
hi_unspecified_0059,2,"[""colloquial"",""formal""]","[""India"",""Hindi-speaking regions""]","[""Figurative: to keep quiet about something, to refrain from commenting, revealing information, or protesting.""]",1,2025-11-15 05:25:41.416939,2025-11-15 05:25:41.545391,चुप रहना,5dd05b09-f751-4cd2-83a1-0dcf1f555a80
hi_unspecified_0002,2,"[""pejorative"",""colloquial""]","[""India"",""Hindi-speaking regions""]","[""Figurative: a person, action, or tendency that opposes, undermines, or acts contrary to sound judgment, intelligence, or rational thought.""]",1,2025-11-15 05:25:41.415157,2025-11-15 05:25:41.545391,अक़्ल का दुश्मन,5e41ce13-d935-4a4c-9832-67d8d7c09a9b
hi_unspecified_0124,2,"[""proverbial"",""pejorative""]","[""India"",""South Asia""]","[""Figurative: used to say that someone lacking the necessary knowledge, refinement, or sensitivity cannot appreciate or judge the value or subtlety of something; equivalent to 'casting pearls before swine' in sentiment.""]",1,2025-11-15 05:25:41.418269,2025-11-15 05:25:41.545391,बंदर क्या जाने अदरक का स्वाद,5e44d522-a35d-4695-8c84-2c0fdabf64fb
hi_unspecified_0147,3,"[""colloquial""]","[""India"",""Hindi-speaking regions""]","[""Figurative: To placate, ingratiate, or curry favor by giving treats or small gifts.""]",1,2025-11-15 05:25:41.418711,2025-11-15 05:25:41.545391,मुँह मीठा करना,5ea36c4c-df95-448e-b233-8f370a5717f8
hi_unspecified_0004,1,"[""proverbial"",""traditional""]","[""India"",""Hindi-speaking regions""]","[""Literal: a half-filled water pot (gugari) tends to spill while being carried.""]",1,2025-11-15 05:25:41.415188,2025-11-15 05:25:41.545391,अधजल गगरी छलकत जाय,5f26564b-e393-4e97-ad6b-5eb46602d127
hi_unspecified_0047,1,"[""neutral"",""literal""]","[""India"",""Hindi-speaking regions"",""South Asia""]","[""Literally, to eat the jaggery of a mute person, describing a physical action with no inherent figurative content.""]",1,2025-11-15 05:25:41.41664,2025-11-15 05:25:41.545391,गूँगे का गुड़ खाना,5f88c7bf-5b0f-4b29-98cd-4d9bc313f966
hi_unspecified_0129,1,"[""literal"",""neutral""]","[""India"",""Hindi-speaking regions""]","[""Literal: For no hair to be out of place; for hair to remain undisturbed.""]",1,2025-11-15 05:25:41.418349,2025-11-15 05:25:41.545391,बाल बाँका न होना,5fb00be5-64f2-4278-b637-66209ac89c72
hi_unspecified_0089,1,"[""neutral""]","[""India""]","[""To sit down because of physical exhaustion.""]",1,2025-11-15 05:25:41.417481,2025-11-15 05:25:41.545391,थककर बैठ जाना,5ff6dade-83c5-4aa8-9948-9e1c9e60235a
hi_unspecified_0041,4,"[""colloquial"",""figurative""]","[""India"",""Hindi-speaking regions""]","[""Figurative: to receive or suffer an action or treatment (often unpleasant); to be on the receiving end of something.""]",1,2025-11-15 05:25:41.416546,2025-11-15 05:25:41.545391,खाना,603e8545-f374-4576-ad23-c77a6f313d38
hi_unspecified_0162,1,"[""neutral"",""literal""]","[""India"",""Hindi-speaking regions""]","[""Literal: A person who steals words.""]",1,2025-11-15 05:25:41.41914,2025-11-15 05:25:41.545391,शब्द चोर,6052c1ec-1661-4ff9-9601-48242a6500d6
hi_unspecified_0140,1,"[""proverbial"",""archaic"",""literal""]","[""India"",""Hindi-speaking regions""]","[""Tears shed by a crocodile; a literal reference to the old belief that crocodiles cry while killing or devouring their prey.""]",1,2025-11-15 05:25:41.418578,2025-11-15 05:25:41.545391,मगरमच्छ के आँसू,60c5094d-372e-473f-9397-dee951c37cc1
hi_unspecified_0028,1,"[""literal"",""proverbial""]","[""India"",""Hindi-speaking regions""]","[""Literal: Neither fit for work nor for household tasks, yet an enemy of the grain; a literal composition of descriptors portraying uselessness and antagonism toward food.""]",1,2025-11-15 05:25:41.416175,2025-11-15 05:25:41.545391,काम का न काज का दुश्मन अनाज का,6330a085-915f-4b5a-9f76-bf22719e6ef3
hi_unspecified_0173,2,"[""neutral"",""informal""]","[""India"",""Hindi""]","[""Figurative: a famous, celebrated, or outstanding person in a particular field, especially in entertainment or sport.""]",1,2025-11-15 05:25:41.419382,2025-11-15 05:25:41.545391,सितारा,639b7ea7-cda4-4e68-a4a9-ad169a144735
hi_unspecified_0116,2,"[""colloquial""]","[""India (Hindi-speaking regions)""]","[""Figurative: to receive no benefit, advantage, or recognition from an action or situation.""]",1,2025-11-15 05:25:41.418085,2025-11-15 05:25:41.545391,पल्ले नहीं पड़ना,63ba9b99-a1aa-439a-8223-3b107b21a080
hi_unspecified_0121,2,"[""neutral"",""medical""]","[""India"",""Hindi-speaking regions""]","[""To rupture or burst (used for body tissues such as tendons or other anatomical structures).""]",1,2025-11-15 05:25:41.41819,2025-11-15 05:25:41.545391,फट जाना,63c113a3-e6fc-411a-814f-46946e6bb580
hi_unspecified_0060,2,"[""colloquial"",""vulgar"",""idiomatic""]","[""India"",""Hindi-speaking regions""]","[""Figuratively, to suffer a humiliating or disproportionate end over something trivial; often used as a caustic wish that someone should perish in an ignominious, petty way.""]",1,2025-11-15 05:25:41.416955,2025-11-15 05:25:41.545391,चुल्लू भर पानी में डूब मरना,6432d2c9-504e-489d-98b0-baf75af0bda6
hi_unspecified_0121,6,"[""vulgar"",""colloquial""]","[""India"",""Hindi-speaking regions""]","[""Vulgar usage: to be torn or ruptured during sexual activity; to denote sexual penetration causing tearing.""]",1,2025-11-15 05:25:41.418221,2025-11-15 05:25:41.545391,फट जाना,6516363f-02b7-4974-9755-c721a29c580c
hi_unspecified_0168,1,"[""colloquial""]","[""India"",""North India""]","[""Literal: the son-in-law of the government (someone married into a family that holds governmental power).""]",1,2025-11-15 05:25:41.419269,2025-11-15 05:25:41.545391,सरकार का दामाद,652880b0-5a5e-4f7f-bbe5-cfe82153031b
hi_unspecified_0102,1,"[""Colloquial"",""Literal""]","[""India"",""Hindi-speaking regions""]","[""If the bamboo is gone, the flute made from it cannot play.""]",1,2025-11-15 05:25:41.417706,2025-11-15 05:25:41.545391,न रहेगा बाँस न बजेगी बाँसुरी,686f7e85-3f66-4e39-a604-798f99590b91
hi_unspecified_0163,1,"[""literary"",""neutral""]","[""India"",""Hindi-speaking regions""]","[""Literal: 'Sea or ocean of words,' a compound denoting an extensive or vast collection of words.""]",1,2025-11-15 05:25:41.419157,2025-11-15 05:25:41.545391,शब्दसागर,69a6816e-ab56-435b-88f1-f92a6fa378fc
hi_unspecified_0174,1,"[""proverbial"",""colloquial""]","[""India"",""Hindi""]","[""Literal: ghee will not come out by using a straight finger; pressing with a straight finger does not extract ghee.""]",1,2025-11-15 05:25:41.419414,2025-11-15 05:25:41.545391,सीधी उंगली से घी नहीं निकलता,6b66ca2c-d85e-4728-9165-611b9d9f9e03
